prezzo,m2,via,quartiere
€ 650/mese,35m²,Via Amos Zanibelli,PRAMPOLINI
€ 800/mese,70m²,Viale Giustiniano Imperatore,SAN PAOLO
€ 700/mese,30m²,Via di Villa Ada,VERBANO
€ 1.100/mese,84m²,Via Luigi Vittorio Bertarelli,PORTONACCIO
€ 1.000/mese,95m²,Via della Cecchignola,CECCHIGNOLA
€ 2.200/mese,176m²,Corso Trieste,TRIESTE
€ 1.150/mese,75m²,Via Enna,TUSCOLANO
€ 550/mese,30m²,Via Enrico Theodoli,DUE PONTI
€ 1.400/mese,150m²,Viale della Torre di Pratolungo,CASAL MONASTERO
€ 500/mese,40m²,Via Canistro,CASE ROSSE
€ 550/mese,20m²,Via della Camilluccia,CAMILLUCCIA
€ 1.250/mese,80m²,Via Bartolomeo Gosio,COLLINA FLEMING
€ 650/mese,40m²,Via Santa Severina,STATUARIO
€ 450/mese,36m²,Via Gizzeria,VALLE BORGHESIANA
€ 800/mese,45m²,Piazza Bologna,ITALIA
€ 850/mese,91m²,Viale degli Eroi di Rodi,SPINACETO
€ 1.800/mese,117m²,Via Caio Duilio,PRATI
€ 1.450/mese,140m²,Via Paolo Buzzi,LAURENTINO FONTE OSTIENSE
€ 1.100/mese,110m²,Via dei Durantini,MONTI TIBURTINI
€ 1.600/mese,110m²,"Via Bonifacio VIII,22",CAVALLEGGERI
€ 1.800/mese,45m²,"Via Pieve di Cadore,33",TRIONFALE
€ 700/mese,50m²,Viale della Torre di Pratolungo,CASAL MONASTERO
€ 1.050/mese,57m²,Via Gian Luca Squarcialupo,ITALIA
€ 1.200/mese,80m²,Piazza Addis Abeba,AFRICANO
€ 900/mese,60m²,Largo Antonio Beltramelli,MONTI DI PIETRALATA
€ 2.400/mese,80m²,Via Pietro Giannone,EROI TRIONFALE
€ 850/mese,68m²,Via Stefano Borgia,PRIMAVALLE
€ 1.000/mese,80m²,Via Prenestina,PRENESTINO LABICANO
€ 800/mese,50m²,Via Cassia,TOMBA DI NERONE
€ 1.000/mese,30m²,Lungotevere di Pietra Papa,MARCONI
€ 1.000/mese,100m²,Via Biagio Petrocelli,NUOVA ROMANINA
€ 800/mese,63m²,Via Cino del Duca,TORRE GAIA
€ 700/mese,60m²,Via del Grano,ALESSANDRINO
€ 1.300/mese,70m²,Via dei Monti Parioli,PARIOLI
€ 1.200/mese,101m²,Via Costantino Lazzari,COLLATINO
€ 1.000/mese,70m²,via mompeo,DUE PONTI
€ 1.800/mese,80m²,"Via Pio Foà,48",MONTEVERDE NUOVO
€ 1.290/mese,80m²,Via Monte Pertica,DELLA VITTORIA
€ 750/mese,50m²,Via di Torre Morena,MORENA
€ 2.500/mese,176m²,Via Antonio Nibby,NOMENTANO
€ 800/mese,78m²,via delle Gondole 25,OSTIA PONENTE
€ 1.450/mese,85m²,Via Guido Guinizelli,MONTEVERDE VECCHIO
€ 2.000/mese,45m²,"Via Sora,23",PARIONE
€ 920/mese,65m²,Via di Brava,COLLE AURELIO
€ 750/mese,35m²,Piazza dei Sanniti,S. LORENZO
€ 690/mese,50m²,Via Fratelli Mazzocchi,GROTTE CELONI
€ 650/mese,45m²,Via di Vermicino,BORGHESIANA
€ 900/mese,55m²,Via Guido Zanobini,DON BOSCO
€ 900/mese,70m²,Via del Fontanile Arenato,VILLINI
€ 2.900/mese,103m²,Via della Purificazione,COLONNA
€ 1.200/mese,120m²,Via Francesco Tovaglieri,TOR TRE TESTE
€ 650/mese,35m²,Via Ardeatina,FALCOGNANA-DIVINO AMORE
€ 1.600/mese,130m²,"Via Pompeo Trogo,28",BALDUINA
€ 1.550/mese,120m²,Via Apuania,ITALIA
€ 3.000/mese,300m²,Strada F,OLGIATA
€ 800/mese,60m²,Via del Prato,ALESSANDRINO
€ 1.050/mese,53m²,"Via Gaspare Finali, 7",APPIO LATINO - ALBERONE
€ 700/mese,30m²,Via Salaria,SETTEBAGNI
€ 10.000/mese,450m²,Viale di Villa Grazioli,PARIOLI
€ 750/mese,30m²,Via dei Frassini,CENTOCELLE
€ 750/mese,50m²,Via Limbiate,PALMAROLA
€ 700/mese,45m²,Via Prenestina,PRENESTINO LABICANO
€ 1.060/mese,85m²,Via dei Castani,CENTOCELLE
€ 890/mese,70m²,Via Francesco Laparelli,TOR PIGNATTARA
€ 750/mese,40m²,Via dei Guastatori,GIULIANO DALMATA
€ 2.500/mese,270m²,Via della Giustiniana,PRIMA PORTA
€ 750/mese,19m²,"Viale Parioli,101",PARIOLI
€ 800/mese,82m²,Via dei Gelsi,CENTOCELLE
€ 1.250/mese,55m²,Via Ottavio Ragni,FARNESINA
€ 1.900/mese,153m²,Via Pietro Mascagni,VESCOVIO
€ 540/mese,50m²,Via Salvatore Barzilai,ROMANINA
€ 780/mese,30m²,Via Ceresio,VERBANO
€ 2.300/mese,87m²,Via Baccina,MONTI
€ 1.200/mese,70m²,Via della Farnesina,FARNESINA
€ 650/mese,53m²,Viale dei Caduti per la Resistenza,SPINACETO
€ 1.250/mese,100m²,Via ROMEO RODRIGUEZ PEREIRA,BALDUINA
€ 1.200/mese,180m²,Via Pomarolo,INFERNETTO
€ 2.500/mese,140m²,Via Lima,PARIOLI
€ 2.500/mese,90m²,"Via della Farnesina,100",FARNESINA
€ 3.600/mese,65m²,"Via Ettore Ciccotti,11",APPIO LATINO - ALBERONE
€ 1.000/mese,70m²,Via Mompeo,DUE PONTI
€ 8.500/mese,215m²,Piazza Trilussa,TRASTEVERE
€ 900/mese,60m²,Largo Antonio Beltramelli,MONTI DI PIETRALATA
€ 650/mese,40m²,Via Tuscolana,DON BOSCO
€ 850/mese,60m²,Piazza dei Visconti,VILLINI
€ 850/mese,62m²,via Stefano Cansacchi,OSTIA PONENTE
€ 400/mese,18m²,Via Anicio Paolino,TOR FISCALE
€ 650/mese,60m²,via trinitapoli,TORRE ANGELA
€ 560/mese,45m²,Via Afragola,COLLE MONFORTANI
€ 1.185/mese,40m²,Via Amedeo Avogadro,MARCONI
€ 890/mese,75m²,Via Francesco Laparelli,TOR PIGNATTARA
€ 1.200/mese,80m²,Via della Pineta Sacchetti,TORREVECCHIA ALTA
€ 2.900/mese,120m²,Via Ludovisi,LUDOVISI
€ 1.250/mese,93m²,via GIORGIO SCALIA,EROI TRIONFALE
€ 800/mese,120m²,Via degli Aldobrandeschi,VILLA TROILI
€ 1.800/mese,80m²,"Via Pietro de Francisci,13",GREGORIO XI
€ 850/mese,40m²,Via Lorenzo Respighi,PARIOLI
€ 1.350/mese,85m²,Via Gaetano Moroni,ITALIA
€ 1.400/mese,130m²,Via Mar della Cina,TORRINO
€ 850/mese,65m²,Via degli Aldobrandeschi,VILLA TROILI
€ 1.300/mese,40m²,Via dei Cerchi,CAMPITELLI
€ 650/mese,35m²,Via Ardeatina,FALCOGNANA-DIVINO AMORE
€ 1.000/mese,60m²,Via Monte Amiata 4,NUOVO SALARIO
€ 750/mese,75m²,Via Senorbì,PONTE GALERIA
€ 1.000/mese,80m²,Via Abigaille Zanetta,CECCHIGNOLA
€ 900/mese,63m²,Via Giuseppe Marcotti,MONTI DI PIETRALATA
€ 1.400/mese,90m²,"Via San Nemesio,6",GARBATELLA
€ 750/mese,50m²,Via Raffaele Garofalo,ROMANINA
€ 550/mese,45m²,Via Poggio Rusco,VALLE MURICANA
€ 2.100/mese,60m²,"Via Sinuessa,15",APPIO S. GIOVANNI
€ 6.900/mese,150m²,"Via della Camilluccia,741",CAMILLUCCIA
€ 1.215/mese,50m²,"Via Amedeo Avogadro,104",MARCONI
€ 3.500/mese,140m²,"Via Frattina,1",COLONNA
€ 700/mese,45m²,Via Maenza,GROTTAROSSA
€ 1.600/mese,85m²,"Via Trionfale,8229",OTTAVIA
€ 800/mese,50m²,Viale Ippocrate,ITALIA
€ 850/mese,70m²,Via Montefiorino,LABARO
€ 780/mese,35m²,Via Anapo,VERBANO
€ 950/mese,65m²,Via dei Sabelli,S. LORENZO
€ 1.000/mese,75m²,Via Ludovico Mortara,LAMARO - CINECITTA'
€ 850/mese,65m²,Via degli Aldobrandeschi,VILLA TROILI
€ 2.000/mese,80m²,"Via del Fornetto,79",MARCONI
€ 750/mese,80m²,Via Ildebrando Vivanti,MOSTACCIANO
€ 890/mese,70m²,Via Francesco Laparelli,TOR PIGNATTARA
€ 1.350/mese,70m²,Via Statilia,ESQUILINO
€ 1.250/mese,70m²,Via Errico Malatesta,PORTUENSE
€ 650/mese,50m²,Via Salvatore Barzilai,ROMANINA
€ 890/mese,70m²,Via Francesco Laparelli,TOR PIGNATTARA
€ 1.900/mese,65m²,Via Di Ripetta,CAMPO MARZIO
€ 1.650/mese,70m²,"Via Foligno,16",TUSCOLANO
€ 650/mese,40m²,Via Adolfo Apolloni,MAGLIANA
€ 750/mese,40m²,Via dei Guastatori,GIULIANO DALMATA
€ 650/mese,35m²,Via Giuseppe Pession,MARCONI
€ 1.450/mese,140m²,Via Paolo Buzzi,LAURENTINO FONTE OSTIENSE
€ 1.700/mese,130m²,"Viale Agosta,15",TOR DE' SCHIAVI
€ 1.450/mese,125m²,Via Enrico Medi,PORTUENSE
€ 1.800/mese,124m²,Via Montebello,CASTRO PRETORIO
€ 900/mese,58m²,via Berna,CASTELLACCIO
€ 2.000/mese,130m²,Via Guidubaldo del Monte,PARIOLI
€ 800/mese,55m²,Via Gradoli,TOMBA DI NERONE
€ 800/mese,45m²,Piazza Bologna,ITALIA
€ 700/mese,50m²,Via dei Pescatori,OSTIA LEVANTE
€ 1.200/mese,100m²,Via Nomentana,LANCIANI
€ 750/mese,58m²,Via Nicola Maria Nicolai,S. CLETO
€ 3.500/mese,240m²,via Di Grottarossa,GROTTAROSSA
€ 400/mese,25m²,Via Felice Cavallotti,MONTEVERDE VECCHIO
€ 650/mese,40m²,Via dei Corneli,QUADRARO VECCHIO
€ 1.100/mese,75m²,Via Ventotene,TUFELLO
€ 850/mese,50m²,Via Baldassarre Orero,CASAL BERTONE
€ 1.200/mese,115m²,Via della Pineta Sacchetti,TORREVECCHIA ALTA
€ 1.150/mese,90m²,Viale Guglielmo Marconi,MARCONI
€ 950/mese,90m²,Via Cornovecchio,PIETRA PERTUSA
€ 650/mese,33m²,Via dei Quintili,QUADRARO VECCHIO
€ 900/mese,90m²,Via Adolfo Gregoretti,OSTIA LEVANTE
€ 750/mese,50m²,Via Guido Cora,LA MARRANELLA
€ 900/mese,60m²,Largo Antonio Beltramelli,MONTI DI PIETRALATA
€ 1.300/mese,140m²,Via Francesco Giangiacomo,TOR MARANCIA
€ 3.500/mese,50m²,"Vicolo del Bologna,86",TRASTEVERE
€ 1.050/mese,65m²,Via Cesena,TUSCOLANO
€ 1.200/mese,60m²,Via Ginori,TESTACCIO
€ 970/mese,50m²,Via Ostiense,OSTIENSE
€ 770/mese,45m²,Via Mar della Cina,TORRINO
€ 2.000/mese,100m²,Via Tripoli,AFRICANO
€ 1.200/mese,80m²,Via della Pineta Sacchetti,TORREVECCHIA ALTA
€ 600/mese,45m²,Via Cassia,TOMBA DI NERONE
€ 1.980/mese,85m²,Piazza Margana,CAMPITELLI
€ 850/mese,45m²,Via di Monte del Gallo,AURELIO
€ 1.000/mese,60m²,Piazzale Tiburtino,S. LORENZO
€ 780/mese,60m²,Piazza dei Visconti,VILLINI
€ 800/mese,75m²,Via Maria Pederzolli Danieli,MONTE MARIO
€ 1.300/mese,100m²,Via Monte Rocchetta,TUFELLO
€ 850/mese,85m²,Via Montanaro,CERQUETTE GRANDI
€ 3.000/mese,210m²,Via Pompeo Neri,VIGNA CLARA
€ 650/mese,102m²,Via Chisimaio,AFRICANO
€ 550/mese,20m²,Via Ugo De Carolis,BALDUINA
€ 1.500/mese,210m²,"Via Vicolungo,26",PODERE S. GIUSTO-PODERE ZARA
€ 630/mese,35m²,Via Pietro Aretino,TALENTI
€ 700/mese,30m²,Via Salaria,SETTEBAGNI
€ 750/mese,30m²,Via dei Frassini,CENTOCELLE
€ 2.000/mese,60m²,Via Pietro Sterbini,MONTEVERDE VECCHIO
€ 850/mese,70m²,Via Montefiorino,LABARO
€ 650/mese,45m²,Via Menofilo,QUARTO MIGLIO
€ 1.100/mese,47m²,Via Carlo Livi,TORREVECCHIA ALTA
€ 1.000/mese,90m²,Via Gino Tagliapietra,INFERNETTO
€ 950/mese,50m²,Via Pasquale Leonardi Cattolica,MAZZINI
€ 650/mese,40m²,Via Pozzuoli,TUSCOLANO
€ 1.100/mese,70m²,"Via delle Alpi, 30",TRIESTE
€ 700/mese,50m²,Via dei Pescatori,OSTIA LEVANTE
€ 860/mese,60m²,VIA VINCENZO MARRONARO,EUR
€ 1.700/mese,88m²,"Viale di Valle Aurelia,81",VALLE AURELIA
€ 590/mese,55m²,Via Vittorio Alpe,MONTE MIGLIORE
€ 750/mese,50m²,Via Cipriano Facchinetti,CASAL BRUCIATO
€ 680/mese,70m²,Via Limina,FINOCCHIO
€ 1.350/mese,140m²,Via Valentino Mazzola,ROMA 70
€ 500/mese,40m²,Via Canistro,CASE ROSSE
€ 1.500/mese,48m²,"Via Chioggia,22",TUSCOLANO
€ 830/mese,57m²,Via Papiria,DON BOSCO
€ 750/mese,50m²,Via di Torre Morena,MORENA
€ 650/mese,40m²,Via Adolfo Apolloni,MAGLIANA
€ 1.500/mese,103m²,Viale Marco Polo,MIANI
€ 3.000/mese,50m²,"Borgo Vittorio,27",BORGO
€ 1.200/mese,90m²,Via Filippo Meda,MONTI TIBURTINI
€ 650/mese,60m²,Via Guglielmo Ciardi,MADONNETTA
€ 1.300/mese,110m²,Via Capena,TOMBA DI NERONE
€ 650/mese,50m²,Via Salvatore Barzilai,ROMANINA
€ 750/mese,60m²,Via dei Silvestrini,COLLI PORTUENSI
€ 1.100/mese,60m²,Via Ostiense,OSTIENSE
€ 650/mese,50m²,Via Ferdinando Acton,OSTIA LEVANTE
€ 1.200/mese,75m²,Via Giuseppe Scarabelli,MONTI TIBURTINI
€ 600/mese,55m²,Via Manuel De Falla,INFERNETTO
€ 600/mese,47m²,VIA EMILIO LONGONI,LONGONI - MAGGIOLINO
€ 1.000/mese,75m²,Largo Bernardino da Feltre,PORTA PORTESE
€ 650/mese,45m²,Via Menofilo,QUARTO MIGLIO
€ 3.200/mese,198m²,Via Decio Filipponi,BALDUINA
€ 1.450/mese,97m²,Via Piero Foscari,NUOVO SALARIO
€ 450/mese,45m²,Via di Dragone,DRAGONA
€ 1.200/mese,40m²,"Viale Parioli,101",PARIOLI
€ 1.000/mese,64m²,Via Bevagna,COLLINA FLEMING
€ 650/mese,45m²,Via Menofilo,QUARTO MIGLIO
€ 1.350/mese,123m²,Viale Città d'Europa,TORRINO
€ 2.100/mese,118m²,VIA DEI COLLI DELLA FARNESINA,FARNESINA
€ 600/mese,35m²,Via del Casale Lumbroso,MASSIMINA
€ 450/mese,45m²,Via di Dragone,DRAGONA
€ 950/mese,87m²,Via Antonio Calderara,MALAFEDE
€ 4.000/mese,103m²,Via della Purificazione,COLONNA
€ 650/mese,70m²,Viale Paolo Orlando,OSTIA LEVANTE
€ 750/mese,60m²,Via Guido Cora,LA MARRANELLA
€ 1.700/mese,76m²,Via Lovanio,PARIOLI
€ 1.200/mese,80m²,Via della Pineta Sacchetti,TORREVECCHIA ALTA
€ 1.900/mese,115m²,Via del Gran Paradiso,TUFELLO
€ 700/mese,50m²,Via dei Pescatori,OSTIA LEVANTE
€ 700/mese,100m²,Via Antonio Forni,OSTIA PONENTE
€ 1.290/mese,100m²,Via Gino Capponi,APPIO LATINO - ALBERONE
€ 1.850/mese,85m²,Via dei Tadolini,FLAMINIO
€ 900/mese,55m²,Via della Marranella,LA MARRANELLA
€ 1.000/mese,85m²,Via Prenestina,PRENESTINO LABICANO
€ 2.500/mese,85m²,"Via Gregorio VII,90",AURELIO
€ 900/mese,89m²,Via Filippo Antonio Gualterio,NUOVO SALARIO
€ 700/mese,30m²,Via Delle Alpi,TRIESTE
€ 900/mese,55m²,Via della Marranella,LA MARRANELLA
€ 1.060/mese,85m²,Via dei Castani,CENTOCELLE
€ 850/mese,73m²,via Marco Valerio Corvo,APPIO CLAUDIO
€ 650/mese,50m²,Via Flavio Stilicone,DON BOSCO
€ 1.950/mese,89m²,"Via Cassia,12",TOMBA DI NERONE
€ 600/mese,45m²,Via di Vermicino,BORGHESIANA
€ 1.690/mese,79m²,"Via Costantino,137",SAN PAOLO
€ 750/mese,50m²,Via Guido Cora,LA MARRANELLA
€ 600/mese,35m²,Via Francesco Maria Greco,TORREVECCHIA ALTA
€ 2.050/mese,123m²,Via Nemea,FARNESINA
€ 950/mese,60m²,Via Flaminia Nuova,QUARTO PEPERINO
€ 800/mese,130m²,Via Cortale,CAMPO ROMANO
€ 1.100/mese,72m²,Via Bradano,VERBANO
€ 1.350/mese,140m²,Via Valentino Mazzola,ROMA 70
€ 1.250/mese,60m²,Via Cesare De Lollis,S. LORENZO
€ 900/mese,80m²,Viale di Pescina Gagliarda,PIANA DEL SOLE
€ 1.185/mese,40m²,"Via Amedeo Avogadro,104",MARCONI
€ 700/mese,30m²,Via Salaria,SETTEBAGNI
€ 900/mese,85m²,Via Emilio De Marchi,TALENTI
€ 750/mese,30m²,Via Ascanio Rivaldi,MONTEVERDE NUOVO
€ 750/mese,30m²,Via dei Frassini,CENTOCELLE
€ 35.000/mese,982m²,Passeggiata del Gianicolo,TRASTEVERE
€ 830/mese,45m²,"Via Valnerina, 16",VESCOVIO
€ 1.250/mese,80m²,"Via nomentana, 256",LANCIANI
€ 850/mese,25m²,Via degli Ausoni,S. LORENZO
€ 750/mese,30m²,Via dei Frassini,CENTOCELLE
€ 710/mese,51m²,Via Camillo Prampolini,PRAMPOLINI
€ 950/mese,65m²,Via dei Sabelli,S. LORENZO
€ 1.000/mese,100m²,Via Latina,APPIO LATINO - ALBERONE
€ 650/mese,40m²,Via Adolfo Apolloni,MAGLIANA
€ 800/mese,45m²,Piazza Bologna,ITALIA
€ 1.750/mese,172m²,Via dei Ramni,S. LORENZO
€ 800/mese,82m²,Via dell'Accademia dei Virtuosi,MONTAGNOLA
€ 1.550/mese,98m²,Via Salvatore d'Amelio,BOCCEA
€ 1.250/mese,110m²,Via Quintilio Varo,APPIO CLAUDIO
€ 1.600/mese,150m²,Vicolo della Castelluccia di San Paolo,CASTEL DI LEVA
€ 6.000/mese,190m²,Piazzale Flaminio,FLAMINIO
€ 1.400/mese,55m²,"Via Pietro Adami,36",TORREVECCHIA ALTA
€ 650/mese,45m²,Via Menofilo,QUARTO MIGLIO
€ 750/mese,35m²,Piazza dei Sanniti,S. LORENZO
€ 900/mese,78m²,Via Cherubino Malpeli,TOR DE' CENCI
€ 900/mese,67m²,Via Monte dei Nove Draghi,TORRINO
€ 2.500/mese,58m²,"Vicolo di San Francesco a Ripa ,20",TRASTEVERE
€ 1.900/mese,120m²,Via Bradano,VERBANO
€ 1.700/mese,140m²,Via Alessandro Vessella,VESCOVIO
€ 690/mese,48m²,Via Poggio Bracciolini,S. CLETO
€ 670/mese,50m²,Via Dei Bichi,VILLINI
€ 1.350/mese,60m²,Via Mura Aurelie,MONTEVERDE VECCHIO
€ 450/mese,30m²,Via Borghesiana,BORGHESIANA
€ 1.250/mese,95m²,Viale Guglielmo Marconi,MARCONI
€ 1.100/mese,46m²,"Via Albert Einstein,42",MARCONI
€ 700/mese,55m²,Via del Casale Lumbroso,MASSIMINA
€ 650/mese,40m²,Via Adolfo Apolloni,MAGLIANA
€ 1.200/mese,50m²,"Via Magliano Sabina,17",VESCOVIO
€ 1.100/mese,80m²,Via della Fotografia,L'ANNUNZIATELLA
€ 4.500/mese,100m²,"Via Paolina,15",MONTI
€ 1.350/mese,64m²,"Via la Spezia,81",TUSCOLANO
€ 700/mese,30m²,Via Salaria,SETTEBAGNI
€ 950/mese,92m²,Via della Fattoria di Torrenova,GIARDINETTI
€ 550/mese,30m²,Via della Magliana,MAGLIANA
€ 1.400/mese,65m²,"Via Tarso,27",SAN PAOLO
€ 58.000/mese,2.800m²,Via La Spezia,TUSCOLANO
€ 1.700/mese,100m²,Via Cosseria,PRATI
€ 1.100/mese,60m²,Via Ettore Giovenale,PIGNETO
€ 400/mese,20m²,Via Felice Cavallotti,MONTEVERDE VECCHIO
€ 1.500/mese,210m²,Via Vicolungo,PODERE S. GIUSTO-PODERE ZARA
€ 2.000/mese,124m²,"Borgo Pio,138",BORGO
€ 600/mese,50m²,Via Manuel De Falla,INFERNETTO
€ 600/mese,44m²,Viale Gorgia di Leontini,CASAL PALOCCO
€ 14.000/mese,290m²,Corso Vittorio Emanuele II,PARIONE
€ 1.700/mese,109m²,Via Roccantica,VESCOVIO
€ 2.200/mese,35m²,"Via del Boccaccio,8",TREVI
€ 930/mese,66m²,Via Guido Castelnuovo,MARCONI
€ 850/mese,75m²,Via Igino Giordani,VERDEROCCA
€ 370/mese,100m²,Via gallia,APPIO S. GIOVANNI
€ 1.300/mese,64m²,"Via del Mattonato,15",TRASTEVERE
€ 750/mese,35m²,Piazza dei Sanniti,S. LORENZO
€ 350/mese,16m²,Via Felice Minucio,BALDUINA
€ 750/mese,48m²,Via Ghisalba,LABARO
€ 890/mese,83m²,VIALE DEI CONSOLI,QUADRARO
€ 750/mese,35m²,Piazza dei Sanniti,S. LORENZO
€ 1.000/mese,94m²,Via Climene,OSTIA PONENTE
€ 900/mese,45m²,Via dei Sabelli,S. LORENZO
€ 800/mese,80m²,Viale Vasco De Gama,OSTIA PONENTE
€ 900/mese,80m²,Via Luigi Gadola,TOR TRE TESTE
€ 1.550/mese,70m²,"Via Giuseppe Vasi,18",LANCIANI
€ 1.000/mese,70m²,Via Mortara,TUSCOLANO
€ 850/mese,25m²,Via dei Volsci,S. LORENZO
€ 1.950/mese,93m²,Viale Glorioso,TRASTEVERE
€ 800/mese,45m²,Piazza Bologna,ITALIA
€ 750/mese,50m²,Via Guido Cora,LA MARRANELLA
€ 700/mese,50m²,Via dei Pescatori,OSTIA LEVANTE
€ 900/mese,40m²,Via Anicio Paolino,TOR FISCALE
€ 750/mese,50m²,Via Guido Cora,LA MARRANELLA
€ 2.600/mese,127m²,Via Luigi Pigorini,ITALIA
€ 850/mese,50m²,Via Angelo Fava,MONTE MARIO
€ 680/mese,35m²,Via Monterosi,COLLINA FLEMING
€ 620/mese,50m²,via inzago 24,PALMAROLA
€ 300/mese,20m²,Via Ripatransone,CORCOLLE
€ 1.100/mese,65m²,"Via Giovanni de Calvi,83",COLLI PORTUENSI
€ 1.270/mese,65m²,Viale del Tintoretto,OTTAVO COLLE
€ 1.600/mese,80m²,"Via Tuscolana,360",DON BOSCO
€ 1.500/mese,77m²,"Via degli Ausoni,9",S. LORENZO
€ 1.000/mese,80m²,Via Terranova da Sibari,VALLE BORGHESIANA
€ 650/mese,52m²,Via Terlizzi,TORRE ANGELA
€ 700/mese,30m²,Via Salaria,SETTEBAGNI
€ 550/mese,55m²,Via Piero Corti,COLLE DEGLI ABETI
€ 1.500/mese,120m²,Via Stio,SANTA FUMIA
€ 600/mese,50m²,Via Casina,CASAL BERNOCCHI
€ 1.800/mese,100m²,Via dei Gozzadini,AURELIO
€ 1.600/mese,80m²,"Via Duccio Galimberti ,10",BALDUINA
€ 2.500/mese,45m²,"Via di Monte Fiore,5",TRASTEVERE
€ 800/mese,45m²,Viale delle Provincie,ITALIA
€ 2.800/mese,80m²,"Via Flaminia,16",COLLINA FLEMING
€ 400/mese,15m²,Via Pentone 25,TOR DI MEZZAVIA
€ 1.200/mese,100m²,Via Pietro Ferrigni,CASAL BRUCIATO
€ 800/mese,80m²,Via Publio Elio,CAMPO ROMANO
€ 1.100/mese,80m²,Via Emanuele Filiberto,ESQUILINO
€ 1.300/mese,90m²,Via del Casaletto,COLLI PORTUENSI
€ 1.000/mese,75m²,Via Ludovico Mortara,LAMARO - CINECITTA'
€ 4.200/mese,175m²,Piazza Mincio,TRIESTE
€ 1.500/mese,120m²,Via Nomentana,LANCIANI
€ 1.800/mese,100m²,Via Generale Roberto Bencivenga,SACCO PASTORE
€ 850/mese,58m²,Via degli Olivi,CENTOCELLE
€ 850/mese,65m²,Piazza Amilcare Zamorani,MONTI TIBURTINI
€ 2.000/mese,64m²,Piazza Cesario Console,OSTIA LEVANTE
€ 1.500/mese,147m²,Via Antistio,APPIO CLAUDIO
€ 1.070/mese,63m²,Via Roccaporena,COLLINA FLEMING
€ 900/mese,80m²,Via degli Aldobrandini,OSTIA PONENTE
€ 1.300/mese,146m²,Via Magliano Sabina,VESCOVIO
€ 1.280/mese,75m²,Via Padova,ITALIA
€ 750/mese,30m²,Via dei Frassini,CENTOCELLE
€ 550/mese,35m²,Via Orazio Vecchi,INFERNETTO
€ 1.500/mese,70m²,Via Natale del Grande,TRASTEVERE
€ 550/mese,40m²,Via Poggio Rusco,VALLE MURICANA
€ 900/mese,45m²,Via dei Sabelli,S. LORENZO
€ 1.400/mese,91m²,Via della Stazione Tuscolana,TUSCOLANO
€ 800/mese,60m²,Via Gradoli,TOMBA DI NERONE
€ 2.500/mese,200m²,via Leucippo,LA LINGUA
€ 850/mese,65m²,Via Accademia degli Agiati,MONTAGNOLA
€ 1.650/mese,120m²,"Via Ostiense, 353",OSTIENSE
€ 1.100/mese,87m²,Via Tuscolana,DON BOSCO
€ 1.650/mese,97m²,"Via delle Fornaci,49",CAVALLEGGERI
€ 1.185/mese,50m²,"Via Amedeo Avogadro,104",MARCONI
€ 900/mese,60m²,Via del Forte Portuense,PORTUENSE
€ 750/mese,56m²,Via Luciano Zuccoli,TALENTI
€ 1.000/mese,70m²,Via Mompeo,DUE PONTI
€ 750/mese,110m²,Via Camerata Picena,COLLE SALARIO
€ 14.000/mese,200m²,"Via Paolo Emilio,71",PRATI
€ 1.700/mese,56m²,Vicolo Orbitelli,PONTE
€ 650/mese,30m²,Via Claudio Truffi,PRAMPOLINI
€ 580/mese,45m²,"Piazza Galeno,96",NOMENTANO
€ 740/mese,35m²,Via Alberto da Giussano,PIGNETO
€ 880/mese,95m²,Via Orazio Console,SPINACETO
€ 1.270/mese,90m²,Via di Trasone,VERBANO
€ 1.200/mese,100m²,Via Renato Simoni,MONTI DI PIETRALATA
€ 750/mese,40m²,Via degli Ausoni,S. LORENZO
€ 750/mese,30m²,Via dei Frassini,CENTOCELLE
€ 550/mese,40m²,Via Canòsio,PIANA DEL SOLE
€ 1.100/mese,85m²,Via della Magnetite,COLLINA LANCIANI
€ 750/mese,50m²,Via di Tor Pignattara,TOR PIGNATTARA
€ 3.200/mese,100m²,"Via Bernardino Telesio,14",EROI TRIONFALE
€ 750/mese,40m²,Via dei Guastatori,GIULIANO DALMATA
€ 1.185/mese,50m²,Via Amedeo Avogadro,MARCONI
€ 900/mese,60m²,Piazza Annibaliano,AFRICANO
€ 850/mese,80m²,Via delle Azalee,CENTOCELLE
€ 4.000/mese,120m²,"Via Papiniano,22",BALDUINA
€ 1.100/mese,40m²,Via di Villa Lauricella,PRENESTINO LABICANO
€ 700/mese,45m²,Via Ugo Ojetti,TALENTI
€ 1.800/mese,90m²,"Viale dello Scalo S. Lorenzo,38",S. LORENZO
€ 3.500/mese,100m²,"Viale delle Milizie,100",MAZZINI
€ 3.200/mese,100m²,"Via Benedetta,8",TRASTEVERE
€ 1.400/mese,97m²,Via Pio VI,PINETA SACCHETTI
€ 1.050/mese,35m²,Via Gradisca,TRIESTE
€ 1.000/mese,70m²,Via Renato Salvatori,TOR DI MEZZAVIA
€ 3.000/mese,110m²,Viale Giorgio Ribotta,CASTELLACCIO
€ 1.080/mese,70m²,Via Tiburtina,TECNOPOLO
€ 1.200/mese,70m²,Via del Forte Tiburtino,VERDEROCCA
€ 950/mese,65m²,Via dei Sabelli,S. LORENZO
€ 1.200/mese,75m²,Via Giuseppe Scarabelli,MONTI TIBURTINI
